Part Number,Part Name,Make/Buy,Planner,Buyer,CTLT,ABC Class,Ann Usage Pieces,Primary Supplier
GH12041X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 2 5/16 PORT, 1 1/8 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12042X012,"CAGE, LINEAR ~ NPS 2, 2 5/16 PORT, 1 1/8 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12043X012,"CAGE, LINEAR ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12043X01P,"CAGE, LINEAR ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12046X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12065X012,"CAGE, LINEAR ~ NPS 3, 3 7/16 PORT, 1 1/2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12071X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 3 7/16 PORT, 1 1/2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12083X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 7/8 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12084X012,"CAGE, LINEAR ~ NPS 1 1/2, 1 7/8 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12085X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12088X012,"CAGE, LINEAR ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12088X01P,"CAGE, LINEAR ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12109X012,"CAGE, LINEAR ~ NPS 3, 3 7/16 PORT, 1 1/2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12111X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 3 7/16 PORT, 1 1/2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12115X012,"CAGE, LINEAR ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12116X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12142X012,SEAT RING RETAINER ~ NPS 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12142X01P,SEAT RING RETAINER ~ NPS 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12142X022,SEAT RING RETAINER ~ NPS 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12142X02P,SEAT RING RETAINER ~ NPS 2,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12149X012,SEAT RING RETAINER ~ NPS 3,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12149X022,SEAT RING RETAINER ~ NPS 3,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12151X012,SEAT RING RETAINER ~ NPS 4,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12151X01P,SEAT RING RETAINER ~ NPS 4,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12151X022,SEAT RING RETAINER ~ NPS 4,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12151X02P,SEAT RING RETAINER ~ NPS 4,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12330X032,"PLUG,ANTI-EXTRUSION ~ 2, CL600, 2 5/16 PORT, 2 3/4 TRAVEL, 1L7500, HFS&G",Make,Planner 12,,47.69088045,D E&O,,
GH12473X012,"CAGE, LINEAR ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12479X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12494X012,"CAGE, LINEAR ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12497X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12498X012,"CAGE, LINEAR ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12501X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12505X012,"CAGE, LINEAR ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12509X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12513X012,"CAGE, LINEAR ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12515X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12517X012,"CAGE, LINEAR ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12523X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12532X012,"CAGE, LINEAR ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12534X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12535X012,"CAGE, LINEAR ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12536X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12538X012,"CAGE, LINEAR ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12540X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 2 5/16 PORT, 1 1/8 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12543X012,"CAGE, LINEAR ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12548X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12549X012,"CAGE, LINEAR ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12550X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12552X012,"CAGE, LINEAR ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12555X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 2 7/8 PORT, 1 1/2 TRAVEL, HARDFACED SEAT, PLATED BORE",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",138,D E&O,,
GH12681X012,"VALVE PLUG, HARD FACED SEAT AND GUIDE ~ SIZE 4, CLASS 600, 2 7/8 PORT, 4 TRAVEL, VSC 1L1000",Make,Planner 12,,46.61275335,D USE,,
GH12888X012,"VEE-BALL,SKIRTED ~ 3 RH/LH MTG V150B,V200B,V300B,W/ WEEP HOLE",Make,,,133,,,
GH12909X012,"VALVE PLUG ~ 2, CL1500, 1 7/8 PORT, 1 1/2 TRAVEL, VSC 1L1250, HFS&G",Make,,,,,,
GH12953X012,"PLUG,WHIII,BAL ~ 4, CL600, 3 7/16 PORT, 1L1000, 2 TRAVEL, HFS&G, C-SEAL",Make,Planner 12,,47.45773765,D E&O,,
GH13077X013,"BONNET SPACER ~ SIZE 3, CL600, 2 5/16 PORT, 3/4TVL, DST~LESS HYDRO",Make,Planner 4,,77.17807789,D E&O,,
GH13078X012,"CAGE,LOWER ~ SIZE 3, CL600, 2 5/16 PORT, 3/4TVL, DST",Make,Planner 3,,38.82381969,D E&O,,
GH13081X012,"PLUG/STEM/INSERT ASY ~ SIZE 3, CL600, 2 5/16 PORT, 3/4 TVL DST",Make,,,,,,
GH13083X012,"SEAT RING ~ SIZE 3, CL600, 2 5/16 PORT, 3/4 TVL, DST",Make,Planner 4,,39.10931548,D E&O,,
GH13202X012,"VALVE PLUG, WHISPER III ~ SIZE 4, CL600, 3 7/16 PORT, 2 TRAVEL, LMPR",Make,Planner 12,,47.32946402,D E&O,,
GH13307X023,"BONNET SPACER~3,1 1/4 PORT, 3/4 TVL~LESS HYDRO AND PAINT",Make,Planner 4,,47.22187174,D E&O,,
GH13311X022,"PLUG/STEM/BLOCK ASSY ~ 3 CL1500,1 1/4PORT,3/4TVL,16.75ACT",Make,,,,,,
GH13315X012,"SEAT RING ~ 3,CL1500,1 1/4 PORT,3/4 TVL,3 STG",Make,Planner 4,,71.49436677,D E&O,,
GH13471X012,"CAGE,LOWER, DST ~ 6X4,CL600,1 3/4 PT,3/4TVL,2 STG",Make,Planner 3,,47.3451433,D E&O,,
GH13477X012,"SEAT RING, DST ~ 4,CL600,1 3/4PT,3/4TVL,2STG",Make,Planner 4,,41.44570694,D E&O,,
GH13478X012,"CAGE, UPPER, DST ~ 6X4EW,600,1 3/4PT,3/4TVL,2 STG",Make,Planner 3,,47.18972492,D E&O,,
GH13514X012,"PLUG,HI-TEMP ~ 4 3/8 PORT,1L5000,HFS&G",Make,Planner 12,,47.68403523,D E&O,,
GH14401X012,"PLUG,BAL,LMPR ~ 5 3/8 PORT,1L7500,DIA B",Make,Planner 12,,47.18618787,D E&O,,
GH14419X012,"VALVE PLUG,BAL,HFS&G FLAT BOTTOM ~ 8, 8PORT,1L1000,DIAF",Make,Planner 12,,35.6639977,AA,35,
GH14590X012,"RETAINER, FLOW RING ~ VLINESLURRY,NPS6,SCH 80,FOR INSERT",Make,Planner 10,,89.23142608,D E&O,,
GH14608X012,FLOW RING ~ BODY LINE  RETAINER ASTM A105 PSZ,Make,,,,,,
GH14608X032,"FLOW RING ~ SPECIAL 6 V150S,SCH 80,FOR INSERT",Make,Planner 12,,41.1599016,D E&O,,
GH14609X012,VALVE BODY ~ 6 CL150RF V150S W/O TAP,Make,Planner 3,"JACINTO ANDRACA, MARIA ELENA",75.21948583,D E&O,,
GH14719D012,"NIPPLE,PIPE,BWE ~ 6 SCH 80 X 4.00",Make,Planner 4,,137.2293211,D E&O,,
GH14828X022,"PLUG/STEM/RING,MFLAT ~ 2,1/2 STEM,1 1/8PORT,1 1/4SEAT,1L5003,CMTR",Make,Planner 12,,113.5283254,D E&O,,
GH14832X013,"CYLINDER 1061 ~ 68,3/4TOP AND BOT,FOR ADJ UP STOP~LESS PAINT",Make,Planner 12,,54.62647897,D USE,2,
GH14960X012,PACKING FOLLOWER ~ 31.8 (1 1/4) SHAFTS WITH SHAFT RETENTION,Make,,,,,,
GH15078001A,PLATE RING ~ 5-1/4 Thick,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",36,D E&O,,METALS USA PLATES AND SHAPES NORTHEAST LP
GH15116A01P,SEAL PROTECTOR RING,Make,Planner 3,,47.71330598,D E&O,,
GH15178A01P,FLANGE BOTTOM,Make,Planner 4,,137.5312318,D E&O,,
GH15237X012,"SPACER, COUPLER ~ 5/8"" SHAFT, RTS FQ03, PN VA001-808-43",Make,,,,,,
GH15270X012,"SPACER ~ 1061 SIZE 68 TO SPCL A11, NPS12, CL900, ISO-SEAL",Make,Planner 4,,47.15374798,D E&O,,
GH15364X012,"SEAL PROTECTOR RING, FLAT METAL ~ NPS 16 CL150-300,FLOW RING",Make,Planner 3,,139.0229804,D E&O,,
GH15513X012,"SEAT RING, DIRTY SERVICE TRIM, TWO STAGE, HARD FACED SEAT, COATED BORE ~ SIZE 4, CLASS 600, 2 7/8 PORT, HIGH TEMP",Make,Planner 4,,31.02601548,D E&O,,
GH15515X012,"CAGE, DIRTY SERVICE TRIM, TWO STAGE, UPPER ~ SIZE 4, CLASS 600, 2 7/8 PORT, 3/4 TRAVEL, COATED BORE",Make,Planner 3,,26.32236609,D E&O,0,
GH15719A01P,"SEAL PROTECTOR RING NPS 24, CL300 FOR METAL SLEEVE",Make,Planner 3,,47.73606526,D E&O,,
GH15952X012,"CAGE, EQUAL PERCENTAGE ~ 4, 4 3/8 PORT, 2 TRAVEL",Make,,,,,,
GH16118X012,"PLUG,M-FORM ~ SIZE 1 & 1 1/2, 3/8 STEM, 1/2 PORT, 3/4 TRAVEL",Make,Planner 12,,29.14390016,D E&O,,
GH16153X014,"RETAINER ~ 10 FULL PORT, HVOF, SLOTLESS~LESS COATINGS",Make,Planner 10,,77.22542186,D E&O,0,
GH16156X014,"RETAINER ~ 8 FULL PORT, HVOF, SLOTLESS~LESS COATING",Make,Planner 10,,77.22673772,D E&O,,
GH16202X012,"PLUG,EQ % ~ SIZE 1 & 1 1/2, 3/8 STEM, 1/2 PORT, 3/4 TRAVEL",Make,Planner 12,,47.13810732,D E&O,,
GH16430X022,"CAGE, DIRTY SERVICE TRIM, FOUR STAGE, UPPER ~ SIZE 3, CLASS 1500, 1 1/2 PORT, 3/4 TRAVEL, COATED BORE",Make,Planner 3,,61.48437063,D USE,,
GH16502X012,"VALVE PLUG, BALANCED, HARD FACED SEAT AND GUIDE, BORE SEAL ~ NPS 3, CL1500, VSC 1L750, 2 7/8 PORT, 2 TRAVEL",Make,Planner 12,,47.42408035,D E&O,,
GH16550X012,"BEARING, JOURNAL ~ 8590, NPS 10, CL600, SPCL",Make,Planner 4,,35.41681619,D USE,,
GH16552X012,"RING,LANTERN ~ 8590,NPS 10,CL600",Make,Planner 3,,41.34590186,D E&O,,
GH16953X013,"CYLINDER,585C ~ 80, 4 TVL, 1/2 AND 3/4 NPT (3) TOP AND 3/4 NPT (2) BOT, LESS PAINT",Make,Planner 12,,57.15126031,D E&O,,
GH16957X013,"CYLINDER,585C ~ 100,4 TVL,(3) 3/4"" NPT AND (1) 1/2"" NPT TOP, (2) 3/4"" NPT  BOTTOM, LESS PAINT",Make,Planner 12,,64.62705423,D USE,,
GH17058X013,"CYLINDER FLANGE ~ SIZE 100, (1) NPT SPECIAL LESS PAINT",Make,Planner 12,,69.39324282,D E&O,,
GH17064X013,"CYLINDER 1061 ~ 100, 1"" NPT TAPPING LESS PAINT",Make,Planner 12,,65.79557518,D E&O,,
GH17119X012,"RETAINER, SLOTLESS, FULL PORT ~ SIZE 6",Make,Planner 12,,101.3926312,D E&O,,
GH17207X012,"COUPLING ~ 1 1/4 SHAFT, 2 DIA STUB SHAFT, SPECIAL",Make,,,,,,
GH17212X012,"SEAT RING, DIRTY SERVICE TRIM, THREE STAGE, HARD FACED SEAT ~ SIZE 2, CLASS 600, 7/8 PORT, 5/8 TRAVEL",Make,Planner 4,,47.5014356,D USE,,
GH17213X012,"CAGE, DIRTY SERVICE TRIM, THREE STAGE, MIDDLE, COATED ~ SIZE 2, CLASS 600, 7/8 PORT, 5/8 TRAVEL & HF TOP",Make,Planner 12,,46.0522249,D USE,,
GH17215X012,"CAGE, DIRTY SERVICE TRIM, THREE STAGE, LOWER, COATED ~ SIZE 2, CLASS 600, 7/8 PORT, 5/8 TRAVEL & HF TOP",Make,Planner 3,,45.57222249,D USE,1,
GH17217X012,"VALVE BODY, DIRTY SERVICE TRIM, BUTT WELD END ~ SIZE 2, CLASS 600, SCHED 10S, 7/8 PORT, 5/8 TRAVEL",Make,Planner 3,"JACINTO ANDRACA, MARIA ELENA",74.5360498,D E&O,,
GH17302X012,"PLUG,BAL,LMPR ~ 4,3 7/16 PORT,2 TRAVEL,1L7500,HFS&G",Make,Planner 12,,35.55379127,D E&O,,
GH17315X012,"PLUG,WHIII,BAL ~ 6, 5 3/8 PORT, 3 TRAVEL, 1L7500, HFS&G, LMPR",Make,Planner 12,,45.53375373,D E&O,,
GH17441X012,"VALVE BODY, ANGLE, RING TYPE JOINT ~ 3 ASME CLASS 300 RTJ, RING NO. R31",Make,Planner 3,"JACINTO ANDRACA, MARIA ELENA",75.03210715,D E&O,,
GH17568X012,COUPLING ~ 1 1/2-2 SHAFT,Make,,,,,,
GH17574X012,"CAGE, DIRTY SERVICE TRIM, TWO STAGE, UPPER, COATED ~ SIZE 4, CLASS 600, 3 7/16 PORT, 1 1/4 TRAVEL",Make,Planner 3,,51.56735651,D E&O,,
GH17749X012,"CAGE/SEAT RING ~ SIZE 6, 4 3/8 PORT, 1 1/2 TRAVEL, 2 STAGE",Make,,,,,,
GH17824X012,"RETAINER ~ 8, FULL PORT, SLOTLESS",Make,Planner 10,,71.39263119,D USE,,
GH18264X012,"BONNET ~ 1,2 1/8YB, SPCL",Make,Planner 3,"JACINTO ANDRACA, MARIA ELENA",74.32578974,D E&O,,
GH18266X012,"PLUG ~ CV=0.56, 151 TRIM, NITRONIC 60, SPCL",Make,Planner 4,,35.25980745,D USE,,
GH18397X012,"SEAT RING RETAINER ~ 1, BAUMANN",Make,,,,,,
GH18501X012,"BUSHING, ROUGH ~ SIZE 3/8X1X3/4",Make,Planner 4,,35.25106764,D USE,,
GH18503X012,"SEAT RETAINER ~ SIZE 1, 5/32 PORT, 3/4 TRAVEL",Make,Planner 3,,161.1405109,D E&O,,
GH18900X012,"BEARING,JOURNAL ~ 12 CL300, GRAPHITE ENVIRO-SEAL",Make,Planner 4,,35.22788669,D USE,16,
GH19100X012,"BEARING, THRUST ~ NPS 10, CLASS 600 THERMAL",Make,Planner 4,,73.45211058,D USE,,
GH19296X013,"CYLINDER, 585C ~ SIZE 130, 8 TVL, 3/4 TOP, 3/4 BOT, LESS PAINT",Make,Planner 12,,58.5752708,D USE,1,
GH19596X012,"SEAL PROTECTOR RING ~ 6 CL300, ASME B16.10 ,403 mm F-F",Make,Planner 3,,41.13428405,D USE,,
GH19598X012,"SEAL PROTECTOR RING ~ 4, CL300, B16.10, 305 mm F-F",Make,Planner 3,,137.4429426,D E&O,,
GH19745X012,"PLUG,BAL ~ 2 5/16 PORT, 1L5000, 1 1/2 TRAVEL, HFS&G, DIA B",Make,Planner 12,,47.45861299,D USE,,
GH20060F012,CYLINDER ~ SIZE 25 W ADJ TRAVEL STOP,Make,Planner 12,,61.22299517,D E&O,,
GH20313X013,"CYLINDER,585C ~ 100, 8 TRAVEL, (3)3/4TOP & (2)3/4BOT, LESS PAINT",Make,Planner 12,,59.8305606,D USE,,
GK00777X012,"PLUG,ANTI-EXTRUSION ~ 2 7/8 PORT,1L5000, LMPR",Make,Planner 12,,47.16055469,D USE,3,
GK01041X012,"PLUG/STEM ASSEMBLY ~ 2 PORT, 3/4 STEM, HARDFACED SEAT & GUIDE",Make,,,,,,
GK01050X012,"VALVE PLUG, BAL ~ 7 PORT, 2 TRAVEL, VSC 1L7500, HARD FACED SEAT, FOR SPRING LOADED SEAL",Make,Planner 12,,35.62392263,D E&O,,
GK01115X012,"PLUG,VALVE ~ 1 5/16 PORT,1L5000,DIA B",Make,Planner 12,,39,D NEW,,
GK01237X012,"PLUG,BAL ~ 1 7/8 PORT,1L3750,DIA B",Make,Planner 12,,47.14302185,D NEW,2,
GK01421X042,"CAGE, CAVIII,1 STAGE ~ 4,4 3/8 PORT,2 1/8 TVL, CRPL",Make,,,,,,
GK01547X013,"CYLINDER, 585C ~ SIZE 130, 8 TRAVEL, 1 1/4 NPY QTY (2) AND 1 NPT QTY (1), LESS PAINT",Make,Planner 12,,61.03538416,D USE,,
GK01607X022,"SEAT RING ~ 4X2,2 5/16PORT,70DEG SEAT",Make,Planner 4,,29.15736459,D NEW,,
GK01613X012,"PLUG,BAL ~ 4X2,2 5/16,1L5000,HFS&G,DIA C",Make,Planner 12,,47.45381692,D NEW,,
GK01829X012,"CYLINDER FLANGE ~ SIZE 100, (1) 1 1/4-11 1/2 NPT & (1) 1-11 1/2 NPT SPECIAL",Make,,,,,,
GK01829X013,"CYLINDER FLANGE ~ SIZE 100, (1) 1 1/4-11 1/2 NPT & (1) 1-11 1/2 NPT SPECIAL, LESS PAINT",Make,Planner 12,,56.24010139,D E&O,,
GK02072X012,"CYLINDER, 585C, SIZE 100, 8 TRAVEL, (1) 1 NPT & (1) 1 1/4 NPT TOP",Make,Planner 12,,57.91427519,D USE,,
GK02240X012,"SEAL PROTECTOR RING ~ NPS 6 CL300,SS-260,HD,9.00 F-F,O-RING/BACKUP RING",Make,Planner 3,,119.1534279,D USE,,
GK02440C022,BACK WORM RETAINER ~ SIZE 80 SIDE MOUNTED HANDJACK,Make,Planner 10,,41.58602945,D NEW,,
GK02573X012,"CAGE,UPPER,DST,3 STG ~ 6,CL600,4 3/8PORT,1 1/2TVL,HFB",Make,Planner 3,,42.03207206,D E&O,,
GK02587X012,"PLUG,BAL ~ 4 3/8 PORT,1L5000,HFS&G,DIA C,1/32 R,MULTIPLE PISTON RINGS",Make,Planner 12,,47.49436677,D NEW,,
GK02915X012,"CAGE,WHIII,A 1/4 ~ 4, 3 7/16 PORT, 2 TRAVEL,COATED",Make,,,,,,
GK04419F012,"CYLINDER, 585C ~ 80, 4 TVL, (4) 3/4 NPT & 1/4 NPT, W/ ADJ TVL STOP",Make,Planner 12,,47.78551217,D USE,,
GK04658A012,"SEAL RETAINER,METAL ~ 8580,DN150,PN10/40,EN1092-1/21D,FTF= 67MM",Make,Planner 10,,80.40092312,D NEW,,
GK05042X012,TURNBUCKLE ~ SIZE 9/16-18 LH X 1/2-20,Make,Planner 4,,38.15148796,D USE,,
GK05903X022,"VALVE PLUG, WHISPER III, BALANCED, C-SEAL ~ 4, CLASS 600, 1L7500, 3 7/16 PORT, 2 TVL, LMPR",Make,Planner 12,,47.19183622,D NEW,1,
GK05941X022,"PLUG/RETAINER FINAL MACHINING ~ 4, 3 7/16 PORT, 1L7500, 2 TVL, C-SEAL & LMPR",Make,Planner 12,,58.36245785,D NEW,1,
GK06854X012,"PLUG,BALANCED ~ 2,1 7/8 PORT, 1 1/8 TRAVEL, 1L5000, HFS&G",Make,Planner 12,,47.38430288,D NEW,,
GK07183X012,"STOP,TRAVEL ~ 40-60,76.5 DEG ROTATION",Make,Planner 4,,32.11978581,D NEW,,
GK07505X013,"CYLINDER, 585C ~ 60, 6 1/2 TRAVEL, 3/4 TOP (2), 3/4 BOTTOM (2), LESS PAINT",Make,Planner 12,,58.56021448,D NEW,1,
GK07582X012,"STOP, TRAVEL,1061 ~ 68, 76.5 ROTATION",Make,Planner 4,,56.41648068,D NEW,,
GK08267X012,"SEAT RING ~ 4,3 7/16PORT,70DEG SEAT",Make,Planner 4,,23.28452127,D NEW,33,
GK08267X022,"SEAT RING ~ 4,3 7/16PORT,70DEG SEAT",Buy,,,,,,
GK08666X012,"PLUG,ANTI-EXT ~ 1 7/8PT,1 1/2 TVL,1L5000,DIA B",Make,Planner 12,,47.19732519,D NEW,2,
GK08669X012,"SEAT RING ~ 2 1/2,1 7/8PORT 70DEG SEAT",Make,Planner 4,,47.28781177,D NEW,,
GK09756X012,"SEAT RING,BLANK ~ 6X4 EW, HYDRO TRIM",Make,Planner 4,,43.13492518,D NEW,1,
GK11469X032,FLANGE SPACER ~ DN150 PN10-16 EN1092-1/A FF,Make,,,,,,
GK11698X012,"VALVE PLUG,BALANCED,BI-DIRECTIONAL ~ 2, CL1500, VSC 1L5000, 1 7/8 PORT, 1 1/2 TRAVEL, ANTI-EXTRUSION RING",Make,Planner 12,,47.21051778,D NEW,2,
GK11729X012,"SEAT AND LINER ~ SIZE 2, 1 7/8 PORT, 150RTJ, 300RF BODIES",Make,Planner 4,,41.53214216,D NEW,1,
GK11734X01P,"SEAL RING ~ 6 TYPE 8580,DESIGN 6-2A,PROTOTYPE",Make,Planner 10,,89.53297858,D NEW,5,
GK11735X01P,"SEAL RING ~ 6 TYPE 8580,DESIGN 6-2B,PROTOTYPE",Make,Planner 10,,89.53297858,D NEW,5,
GK12705X013,"CYLINDER,585C ~ SIZE 130,3 1/2 TVL,1 & (2) 3/4 TOP, LESS PAINT",Make,Planner 12,,58.78908992,D NEW,1,
GK13658X01P,"SEAL RING ~ NPS 6, 8580, PROTOTYP 3-1",Make,Planner 10,,65.72305461,D NEW,5,
GK13761X01P,"SEAL RING ~ NPS 6, 8580, PROTOTYP 3-2",Make,Planner 10,,65.72305461,D NEW,5,
GK14743X012,"RETAINER, SEAL ~ 8590, NPS 16X14, CL600, RF",Make,Planner 4,,47.37758319,D NEW,2,
GK14957X012,"CYLINDER,585C ~ 130,8TVL,1-1/4TOP",Make,Planner 12,,58.46501854,D NEW,6,
