Item Number,Item_Description,Qty,UOM,Locator,Subinventory,Planner,Organization_Code
GH10606X012,SEAT RING RETAINER ~ NPS 1,557,Each,O.03.06...,OMEGARM,Planner 10,TOL
GH10606X022,SEAT RING RETAINER ~ NPS 1,40,Each,O.05.05...,OMEGARM,Planner 10,TOL
GH10608X012,SEAT RING RETAINER ~ NPS 1 1/2,340,Each,O.05.05...,OMEGARM,Planner 10,TOL
GH10608X022,SEAT RING RETAINER ~ NPS 1 1/2,63,Each,O.06.04...,OMEGARM,Planner 10,TOL
GH10610X012,SEAT RING RETAINER ~ NPS 2,433,Each,O.08.06...,OMEGARM,Planner 10,TOL
GH10610X022,SEAT RING RETAINER ~ NPS 2,86,Each,O.06.04...,OMEGARM,Planner 10,TOL
GH10612X012,SEAT RING RETAINER ~ NPS 3,99,Each,O.08.05...,OMEGARM,Planner 10,TOL
GH10612X022,SEAT RING RETAINER ~ NPS 3,62,Each,O.06.05...,OMEGARM,Planner 10,TOL
GH10614X012,SEAT RING RETAINER ~ NPS 4,8,Each,O.05.05...,OMEGARM,Planner 10,TOL
GH10614X022,SEAT RING RETAINER ~ NPS 4,12,Each,O.05.02...,OMEGARM,Planner 10,TOL
GH10650X012,"SEAT RING ~ NPS 1, 1 PORT",7,Each,O.04.05...,OMEGARM,Planner 4,TOL
GH10650X032,"SEAT RING ~ NPS 1, 1 PORT",11,Each,O.01.02...,OMEGARM,Planner 10,TOL
GH10651X022,"SEAT RING ~ NPS 1, 3/4 PORT",1,Each,O.03.02...,OMEGARM,Planner 4,TOL
GH10651X032,"SEAT RING ~ NPS 1, 3/4 PORT",26,Each,O.05.03...,OMEGARM,Planner 10,TOL
GH10652X012,"SEAT RING ~ NPS 1, 1/2 PORT",13,Each,O.04.03...,OMEGARM,Planner 4,TOL
GH10652X032,"SEAT RING ~ NPS 1, 1/2 PORT",30,Each,O.05.04...,OMEGARM,Planner 10,TOL
GH10653X012,"SEAT RING ~ NPS 1, 3/8 PORT",8,Each,O.04.01...,OMEGARM,Planner 4,TOL
GH10653X032,"SEAT RING ~ NPS 1, 3/8 PORT",40,Each,O.05.04...,OMEGARM,Planner 10,TOL
GH10654X032,"SEAT RING ~ NPS 1, 1/4 PORT",53,Each,O.05.04...,OMEGARM,Planner 10,TOL
GH10655X032,"SEAT RING ~ NPS 1 1/2, 1 1/2 PORT",3,Each,O.07.04...,OMEGARM,Planner 10,TOL
GH10656X012,"SEAT RING ~ NPS 1 1/2, 1 PORT",1,Each,O.04.05...,OMEGARM,Planner 4,TOL
GH10656X022,"SEAT RING ~ NPS 1 1/2, 1 PORT",2,Each,O.03.03...,OMEGARM,Planner 4,TOL
GH10656X032,"SEAT RING ~ NPS 1 1/2, 1 PORT",2,Each,O.06.05...,OMEGARM,Planner 10,TOL
GH10657X032,"SEAT RING ~ NPS 1 1/2, 3/4 PORT",5,Each,O.03.02...,OMEGARM,Planner 10,TOL
GH10658X032,"SEAT RING ~ NPS 1 1/2, 1/2 PORT",2,Each,O.03.02...,OMEGARM,Planner 10,TOL
GH10659X032,"SEAT RING ~ NPS 1 1/2, 3/8 PORT",1,Each,O.04.01...,OMEGARM,Planner 10,TOL
GH10660X022,"SEAT RING ~ NPS 1 1/2, 1/4 PORT",2,Each,O.03.03...,OMEGARM,Planner 4,TOL
GH10660X032,"SEAT RING ~ NPS 1 1/2, 1/4 PORT",1,Each,O.04.01...,OMEGARM,Planner 10,TOL
GH10661X012,"SEAT RING ~ NPS 2, 2 PORT",43,Each,O.04.04...,OMEGARM,Planner 4,TOL
GH10661X022,"SEAT RING ~ NPS 2, 2 PORT",1,Each,O.04.04...,OMEGARM,Planner 4,TOL
GH10661X032,"SEAT RING ~ NPS 2, 2 PORT",24,Each,O.06.05...,OMEGARM,Planner 10,TOL
GH10662X012,"SEAT RING ~ NPS 2, 1 PORT",9,Each,O.04.05...,OMEGARM,Planner 4,TOL
GH10662X022,"SEAT RING ~ NPS 2, 1 PORT",3,Each,O.04.03...,OMEGARM,Planner 4,TOL
GH10663X032,"SEAT RING ~ NPS 2, 3/4 PORT",3,Each,O.03.05...,OMEGARM,Planner 10,TOL
GH10664X012,"SEAT RING ~ NPS 2, 1/2 PORT",3,Each,O.04.03...,OMEGARM,Planner 4,TOL
GH10664X032,"SEAT RING ~ NPS 2, 1/2 PORT",1,Each,O.03.03...,OMEGARM,Planner 10,TOL
GH10665X012,"SEAT RING ~ NPS 2, 3/8 PORT",1,Each,O.04.03...,OMEGARM,Planner 4,TOL
GH10665X032,"SEAT RING ~ NPS 2, 3/8 PORT",6,Each,O.01.03...,OMEGARM,Planner 10,TOL
GH10666X032,"SEAT RING ~ NPS 2, 1/4 PORT",7,Each,O.01.02...,OMEGARM,Planner 10,TOL
GH10667X012,"SEAT RING ~ NPS 3, 3 PORT",3,Each,O.04.03...,OMEGARM,Planner 4,TOL
GH10667X022,"SEAT RING ~ NPS 3, 3 PORT",11,Each,O.03.03...,OMEGARM,Planner 4,TOL
GH10667X032,"SEAT RING ~ NPS 3, 3 PORT",21,Each,O.03.03...,OMEGARM,Planner 10,TOL
GH10668X012,"SEAT RING ~ NPS 3, 2 PORT",2,Each,O.04.05...,OMEGARM,Planner 4,TOL
GH10668X032,"SEAT RING ~ NPS 3, 2 PORT",1,Each,O.04.04...,OMEGARM,Planner 10,TOL
GH10669X012,"SEAT RING ~ NPS 4, 4 PORT",2,Each,O.03.03...,OMEGARM,Planner 4,TOL
GH10669X032,"SEAT RING ~ NPS 4, 4 PORT",2,Each,O.03.02...,OMEGARM,Planner 10,TOL
GH10670X012,"SEAT RING ~ NPS 4, 2 PORT",1,Each,O.03.02...,OMEGARM,Planner 4,TOL
GH10670X032,"SEAT RING ~ NPS 4, 2 PORT",5,Each,O.08.04...,OMEGARM,Planner 10,TOL
GH10769X012,"LABEL,NACE ~ NACE MR0175 / ISO 15156 AND NACE MR0103",16,Each,O.03.03...,OMEGARM,Planner 10,TOL
GH10984X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",4,Each,O.05.03...,OMEGARM,Planner 10,TOL
GH10985X012,"CAGE, LINEAR ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",1,Each,O.02.01...,OMEGARM,Planner 10,TOL
GH10986X012,"CAGE, LINEAR ~ NPS 1 1/2, 1 7/8 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10986X013,"CAGE, LINEAR ~ NPS 1 1/2, 1 7/8 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10988X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 7/8 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",15,Each,O.07.04...,OMEGARM,Planner 10,TOL
GH10989X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1 1/2, 1 5/16 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10990X012,"CAGE, LINEAR ~ NPS 2, 2 5/16 PORT, 1 1/8 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.02.01...,OMEGARM,Planner 10,TOL
GH10992X012,"CAGE, LINEAR ~ NPS 2, 1 5/16 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10992X013,"CAGE, LINEAR ~ NPS 2, 1 5/16 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10993X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 2 5/16 PORT, 1 1/8 TVL, HARDFACED SEAT, PLATED BORE",29,Each,O.07.03...,OMEGARM,Planner 10,TOL
GH10994X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 1 5/16 PORT, 3/4 TVL, HARDFACED SEAT, PLATED BORE",5,Each,O.08.03...,OMEGARM,Planner 10,TOL
GH10995X012,"CAGE, LINEAR ~ NPS 3, 3 7/16 PORT, 1 1/2 TVL, HARDFACED SEAT, PLATED BORE",3,Each,O.05.02...,OMEGARM,Planner 10,TOL
GH10996X012,"CAGE, LINEAR ~ NPS 3, 2 5/16 PORT, 1 1/8 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10996X013,"CAGE, LINEAR ~ NPS 3, 2 5/16 PORT, 1 1/8 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH10997X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 3 7/16 PORT, 1 1/2 TVL, HARDFACED SEAT, PLATED BORE",44,Each,O.03.04...,OMEGARM,Planner 10,TOL
GH10998X012,"CAGE, EQUAL PERCENTAGE ~ NPS 3, 2 5/16 PORT, 1 1/8 TVL, HARDFACED SEAT, PLATED BORE",7,Each,O.07.04...,OMEGARM,Planner 10,TOL
GH10999X012,"CAGE, LINEAR ~ NPS 4, 4 3/8 PORT, 2 TVL, HARDFACED SEAT, PLATED BORE",3,Each,O.03.05...,OMEGARM,Planner 10,TOL
GH11001X012,"CAGE, LINEAR ~ NPS 4, 2 7/8 PORT, 1 1/2 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH11001X013,"CAGE, LINEAR ~ NPS 4, 2 7/8 PORT, 1 1/2 TVL, HARDFACED SEAT, PLATED BORE",1,Each,O.03.01...,OMEGARM,Planner 10,TOL
GH11002X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 4 3/8 PORT, 2 TVL, HARD FACED SEAT, PLATED BORE",26,Each,O.06.03...,OMEGARM,Planner 10,TOL
GH11003X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 2 7/8 PORT, 1 1/2 TVL, HARDFACED SEAT, PLATED BORE",11,Each,O.04.02...,OMEGARM,Planner 10,TOL
GH11861X012,"CAGE, EQUAL PERCENTAGE ~ NPS 4, 4 3/8 PORT, 2 TRAVEL",1,Each,O.01.01...,OMEGARM,Planner 3,TOL
GH11875X012,"CAGE, EQUAL PERCENTAGE ~ NPS 2, 2 5/16 PORT, 1 1/8 TRAVEL",1,Each,O.06.02...,OMEGARM,Planner 3,TOL
GH11882X012,SEAT RING RETAINER ~ NPS 1,1,Each,O.06.02...,OMEGARM,Planner 3,TOL
GH11882X022,SEAT RING RETAINER ~ NPS 1,2,Each,O.06.02...,OMEGARM,Planner 3,TOL
GH11995X012,"CAGE, EQUAL PERCENTAGE ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL",1,Each,O.06.04...,OMEGARM,Planner 3,TOL
GH12036X012,"CAGE, LINEAR ~ NPS 2, 2 5/16 PORT, 1 1/8 TRAVEL, PLATED BORE",1,Each,O.06.04...,OMEGARM,Planner 3,TOL
GH12043X012,"CAGE, LINEAR ~ NPS 1, 1 5/16 PORT, 3/4 TRAVEL, HARDFACED SEAT, PLATED BORE",1,Each,O.06.04...,OMEGARM,Planner 3,TOL
GH12088X012,"CAGE, LINEAR ~ NPS 4, 4 3/8 PORT, 2 TRAVEL, PLATED BORE",1,Each,O.01.01...,OMEGARM,Planner 3,TOL
GH12142X012,SEAT RING RETAINER ~ NPS 2,1,Each,O.06.02...,OMEGARM,Planner 3,TOL
GH12142X022,SEAT RING RETAINER ~ NPS 2,1,Each,O.06.04...,OMEGARM,Planner 3,TOL
GH12151X012,SEAT RING RETAINER ~ NPS 4,1,Each,O.01.01...,OMEGARM,Planner 3,TOL
GH12151X022,SEAT RING RETAINER ~ NPS 4,1,Each,O.05.03...,OMEGARM,Planner 3,TOL
031400X001A,"SQUARE ~ 19"" x 19"".",27,Each,RPT.01.00...,RPTRM,Planner 9,TOL
060000X001W,SHEET 0.012 IN THICK x 60 IN WIDE,680.93132,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X002W,SHEET 0.010 IN THICK x 60 IN WIDE.,4215.56934,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X003W,SHEET 0.010 IN THICK x 60 IN WIDE.,2229.41285,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X004W,SHEET 0.012 IN THICK x 60 IN WIDE.,1296.18262,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X005W,SHEET 0.025 IN THICK x 59 IN WIDE.,400,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X006W,SHEET 0.0085 IN THICK x 59 IN WIDE.,338,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X007W,SHEET 0.007 IN THICK x 60 IN WIDE.,609.36309,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X008W,SHEET 0.005 IN THICK x 46 IN WIDE.,1144.89042,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X009W,SHEET 0.0065 IN THICK x 65 IN WIDE.,78,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060000X012W,SHEET 0.012 IN THICK x 60 IN WIDE.,595.1532,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060002X0001,SHEET 0.035 IN THICK X 30 IN WIDE,49.85778,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060003MW04A,SHEET 0.042 IN THICK X 60 IN WIDE,36.4065,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060007MW05A,SHEET 0.100 IN THICK X 60 IN WIDE,21.9799,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060008MW05A,SHEET 0.113 IN THICK X 60 IN WIDE,21.77315,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060011MW05A,SHEET 0.170 IN THICK X 60 IN WIDE,28.00334,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060035029Y2,SHEET 0.058 IN THICK X 60 IN WIDE,80.293,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
06005002202,Sheet 0.085 IN THICK X 60 IN WIDE,1054.35676,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060051030T2,Sheet 0.095 IN THICK X 60 IN WIDE,1814.09199,Yard,RPT.01.00...,RPTRM,Planner 9,TOL
060400X002A,"SHEET,ROUND ~ 4 IN.",23,Each,RPT.01.00...,RPTRM,Planner 9,TOL
061700X001A,"BLANK, EPDM ~ 17"" OD X 0.43"" THK",63,Each,RPT.01.00...,RPTRM,Planner 9,TOL
062600X001A,"BLANK, FLUOROCARBON ~ 26"" OD X 0.04"" THK",54,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M2E05X002A,SLUG ~ 4 GR.,322,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M2E05X003A,SLUG ~ 11 GR.,322,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X0001,RUBBER COMPOUNDING,94,Kilogram,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X001A,SLUG ~ 25.1 GR,15728,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X002A,SLUG ~ 18.5 GR,7756.42,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X003A,SLUG ~ 20.5 GR,6099.44088,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X004A,SLUG ~ 61 GR,25707.97271,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X008A,STAR SLUG ~ 22 GR.,250,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X009A,SLUG ~ 2.5 GR.,800,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X010A,SLUG ~ 7 GR.,707,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X011A,SLUG ~ 10 GR.,350,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X012A,SLUG ~ 1 GR.,1440,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X015A,SLUG ~ 13 GR.,295,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3D07X019A,STAR SLUG ~ 24 GR.,912,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3E06X001A,SLUG ~ 5.1 GR.,2823.76469,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3E06X003A,"BLANK ~ 8"" OD X 0.020"" THK",1399,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3F19X001A,"BLANK ~ 5.25"" OD X 0.019"" THK",950,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3F23X002A,"BLANK ~ 3.5"" OD X 0.018"" THK",269,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3G08X0001,RUBBER COMPOUNDING,3.5,Kilogram,RPT.01.00...,RPTRM,Planner 9,TOL
1M3G08X001A,SLUG ~ 3.5 GR.,356,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3H04X001A,"BLANK ~ 3.5"" OD X 0.035"" THK",950,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3H04X002A,"BLANK ~ 4.5"" OD X 0.052"" THK",160,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3H04X003A,"BLANK ~ 4.75"" OD X 0.080"" THK",246,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3H04X005A,"BLANK ~ 3"" OD X 0.045"" THK",60,Each,RPT.01.00...,RPTRM,Planner 9,TOL
1M3H06X001A,SLUG ~ 4.5 GR.,42,Each,RPT.01.00...,RPTRM,Planner 9,TOL
264500X001A,INSERT 2645 ~ 1.0 X 2.88 X 0.080,10272.203,Each,RPT.01.00...,RPTRM,Planner 9,TOL
265300X001A,INSERT ~ 1.7 X 3.7 X 0.050,89316,Each,RPT.01.00...,RPTRM,Planner 9,TOL
275500X001A,INSERT ~ 1.005 X 2.650 X 0.062,50879.88,Each,RPT.01.00...,RPTRM,Planner 9,TOL
P414S,"PREFORM FOR PLATE,DIAPH SCUFF ~ 657-70",13,Each,RPT.01.00...,RPTRM,Planner 9,TOL
T20986T0012,DIAPHRAGM            ~,2,Each,RPT.01.00...,RPTRM,Planner 9,TOL
007635-001-416,"SEAT RING, .2500/.2505 DIAMETER, 1/4"" (416 SST)",1,Each,STG.01.00...,STAGING,Planner 4,TOL
10A2910X022,"STEM GUIDE,BAFFLE ~ 1-1 1/2 IN 3/8 STEM",3,Each,STG.01.00...,STAGING,Planner 4,TOL
10A3317X022,"PLUG,QO ~ 1 5/16 ORF,1L3750",1,Each,STG.01.00...,STAGING,Planner 12,TOL
10A3334X022,"SEAT RING,BOTTOM ~ 1,YS",1,Each,STG.01.00...,STAGING,Planner 4,TOL
10A3336X022,"SEAT RING,TOP ~ 1 YS",1,Each,STG.01.00...,STAGING,Planner 4,TOL
10A3487X012,"SEAT RING,BOTTOM ~ 4",1,Each,STG.01.00...,STAGING,Planner 4,TOL
10A4208X132,"RING,BACK-UP ~ 3 CL2500,2 5/16 PORT",3,Each,STG.01.00...,STAGING,Planner 4,TOL
10B8254X042,"SEAT RING,WHISPER  ~  2,2 5/16PORT,WIDE BEVEL SEAT",1,Each,STG.01.00...,STAGING,Planner 4,TOL
11A5203X012,"PLUG,VALVE ~ 1 5/16 ORF,1L5000,HFS&G",1,Each,STG.01.00...,STAGING,Planner 12,TOL
11A5317X012,"PLUG,BAL ~ 1 5/16 ORF,1L3750,HFS&G",2,Each,STG.01.00...,STAGING,Planner 12,TOL
11A5326XK12,"PLUG,BAL ~ 2 5/16 PORT,1L5000,HFS&G",1,Each,STG.01.00...,STAGING,Planner 12,TOL
11B7701X012,"SCREW,ADJUSTING ~ SIZE 45-50-60",30,Each,STG.01.00...,STAGING,Planner 4,TOL
12A3332X012,"RING,BACK-UP ~ 12X6, 5 3/8 PORT",2,Each,STG.01.00...,STAGING,Planner 10,TOL
12A9467X023,"SEAL,SLIDING ~ TYPE 1061 SIZE 30",1,Each,STG.01.00...,STAGING,Planner 4,TOL
12A9660X012,SEAL SUPPOPT CYL,1,Each,STG.01.00...,STAGING,Planner 10,TOL
12B2622X012,"PLUG,WHISPER III  ~  3/4 ORF,1L3750,HFS&G",1,Each,STG.01.00...,STAGING,Planner 12,TOL
12B5777X012,PACKING BOX RING ~ 1 STEM,6,Each,STG.01.00...,STAGING,Planner 4,TOL
12B6680X012,"FLANGE,PACKING ~ 1 1/4 STEM",2,Each,STG.01.00...,STAGING,Planner 4,TOL
13A2343X012,"SEAT,SPRING",3,Each,STG.01.00...,STAGING,Planner 4,TOL
13A8520X012,"RING,BACK-UP,PLUG ~ 1 1/2PORT 1 3/8 X 1 5/8 X 7/32",11,Each,STG.01.00...,STAGING,Planner 4,TOL
14A7810X012,"CYLINDER,SEAL SUPP ~ 80&100,TYPE 1061",3,Each,STG.01.00...,STAGING,Planner 12,TOL
14A7826X012,TURNBUCKLE ~ 1 1/4-12-LH X 1 1/4-12,9,Each,STG.01.00...,STAGING,Planner 4,TOL
15A6470X102,"PLUG/STEM,LINEAR ~ 1 ORF,1L3750, 9.94AB",2,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6480X012,"PLUG,EQ% ~ 1 ORF,1L3750",3,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6483X522,"PLUG,EQ% ~ 1 1/2 ORF,1L5000",2,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6485X052,"PLUG,EQ% ~ 2 ORF,1L7500",1,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6490X052,"PLUG,QO ~ 1 ORF,1L3750",1,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6502X042,"PLUG,M-FORM ~ 1/2 ORF,1L3750",1,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6636X062,"PLUG,EQ% ~ 1 PORT,1L5000,HFS",1,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6642X012,"PLUG,EQ% ~ 2 ORF,1L5000,HFS",2,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6643X012,"PLUG,EQ% ~ 2 ORF,1L5000,HFS&G",2,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6646X082,"PLUG,EQ% ~ 3 PORT,1L5000,HFS",1,Each,STG.01.00...,STAGING,Planner 12,TOL
15A6657X152,"SEAT RING  ~  3,3PORT,HF SEAT",2,Each,STG.01.00...,STAGING,Planner 4,TOL
16A3353X052,"SEAT RING ~ 2,3/4 PORT",2,Each,STG.01.00...,STAGING,Planner 4,TOL
16A3441X012,DISC RETAINER ~ 1/2-2 IN 1/4 PORT,4,Each,STG.01.00...,STAGING,Planner 4,TOL
16B0636X043,"SEAL,VALVE ~ 20 CL900, HPS LESS POLISH AND DRY FILM LUBE",1,Each,STG.01.00...,STAGING,Planner 10,TOL
17A2270X012,"BUSHING,DIAPH HEAD ~ SIZE 70 & 87",1,Each,STG.01.00...,STAGING,Planner 4,TOL
17A6075X052,SEAT RING ~ 1 1/2X3/8 PORT,1,Each,STG.01.00...,STAGING,Planner 4,TOL
17B1237X012,PACKING BOX RING ~ 4 1/2 SHAFT,1,Each,STG.01.00...,STAGING,Planner 4,TOL
18A1243X012,"STEM CONNECTOR ASSY ~ 30&34,3/8 STEM",297,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1243X072,"STEM CONNECTOR ASSY ~ 30&34,3/8 STEM",5,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1650X012,"PLUG,M-FLUTE,3F  ~  1/2PORT,1L5000,HFSG&TIP,DIA B",2,Each,STG.01.00...,STAGING,Planner 12,TOL
18A1668X012,"STEM CONNECTOR ASSY ~ 40,1/2 STEM",124,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1668X062,"STEM CONNECTOR ASSY ~ 40,1/2 STEM",21,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1671X012,"STEM CONNECTOR ASSY ~ 45,40& 60,1/2 STEM",82,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1671X072,"STEM CONNECTOR ASSY ~ 40,45&50,1/2 STEM",2,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1672X012,"STEM CONNECTOR ASSY ~ 50&60,3/4 STEM",5,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1675X012,"STEM CONNECTOR ASSY ~ 70,3/4 STEM",2,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1675X042,"STEM CONNECTOR ASSY ~ 70,3/4 STEM",15,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1685X012,"STEM CONNECTOR ASSY ~ 60,3/4 STEM",7,Each,STG.01.00...,STAGING,Planner 3,TOL
18A1692X042,"STEM CONNECTOR ASSY ~ 80-130,1 STEM",2,Each,STG.01.00...,STAGING,Planner 3,TOL
18A2542X032,SHAFT RETAINER ~ 6,4,Each,STG.01.00...,STAGING,Planner 4,TOL
18A5025X012,"RING,SPLIT ~ 6 IN 2 HALVES PER SET",4,Each,STG.01.00...,STAGING,Planner 4,TOL
18A6429X032,"WASHER,PLAIN,TYPE B ~ 1 3/4,1.88X3.25X.16",12,Each,STG.01.00...,STAGING,Planner 4,TOL
18B2659X022,"SPACER,TRAVEL STOP ~ 70,90 DEG ROT,0.382-0.362LG",12,Each,STG.01.00...,STAGING,Planner 4,TOL
19A3645X012,BEARING ~ 1 1/2X1 7/8X2 1/32,2,Each,STG.01.00...,STAGING,Planner 4,TOL
19A3676X012,BEARING STOP ~ NPS 4,2,Each,STG.01.00...,STAGING,Planner 4,TOL
19A3744X012,BEARING ~ 5/8X7/8X27/32,8,Each,STG.01.00...,STAGING,Planner 4,TOL
19A5178X012,BEARING ~ 1/2X3/4X13/16,2,Each,STG.01.00...,STAGING,Planner 4,TOL
19A5190X012,BEARING ~ 1 1/2X1 7/8X1 17/32,3,Each,STG.01.00...,STAGING,Planner 4,TOL
19A9333X012,"SLEEVE/BUSHING ASSY ~ 2,9500,CL150",2,Each,STG.01.00...,STAGING,Planner 4,TOL
19A9337X012,"SLEEVE/BUSHING ASSY ~ 4,9500,CL150",1,Each,STG.01.00...,STAGING,Planner 4,TOL
19A9341X012,"SLEEVE/BUSHING ASSY ~ 8,9500,CL150",4,Each,STG.01.00...,STAGING,Planner 4,TOL
1A5601X0012,SPACER ~ .375X.750X.250,1,Each,STG.01.00...,STAGING,Planner 4,TOL
1B12102X012,"PLUG ~ V150S & V300S,NPS3 & NPS4,CL150-CL300",3,Each,STG.01.00...,STAGING,Planner 12,TOL
1E792524092,"STOP,TRAVEL ~ SIZE 30 3/4 TVL",3,Each,STG.01.00...,STAGING,Planner 4,TOL
1E792724102,"STEM,ACTUATOR ~ 657 SIZE 30",24,Each,STG.01.00...,STAGING,Planner 10,TOL
1E793023062,"YOKE LOCKNUT ~ 3/8 STEM, 2 1/8 YOKE BOSS",100,Each,STG.01.00...,STAGING,Planner 10,TOL
1E806724092,"STOP,TRAVEL ~ SIZE 34 & 40 1 1/8 TVL",27,Each,STG.01.00...,STAGING,Planner 4,TOL
1E807124102,"STEM,ACTUATOR ~ 657 SIZE 40",3,Each,STG.01.00...,STAGING,Planner 10,TOL
1E807324102,"SCREW,ADJUSTING ~ SIZE 34 & 40",2,Each,STG.01.00...,STAGING,Planner 4,TOL
1E807423062,"YOKE LOCKNUT ~ 1/2 STEM, 2 13/16 YOKE BOSS",4,Each,STG.01.00...,STAGING,Planner 10,TOL
1E827324092,"STOP,TRAVEL ~ SIZE 45 & 50 5/8 TVL",8,Each,STG.01.00...,STAGING,Planner 4,TOL
1E832723062,"YOKE LOCKNUT ~ 3/4 STEM, 3 9/16 YOKE BOSS",65,Each,STG.01.00...,STAGING,Planner 10,TOL
1E8327X0032,"YOKE LOCKNUT ~ 3/4 STEM,3 9/16 YOKE BOSS",1,Each,STG.01.00...,STAGING,Planner 10,TOL
